slovo,$F-Factor-1,$F-Factor-2,$F-Factor-3,$F-Factor-4,$F-Factor-5
"V",-0.749660,1.705405,-0.435280,-0.353611,0.036663
"U",-1.412608,0.852952,-0.690345,0.468707,-0.131923
"H",-0.135315,-0.411540,-1.933366,0.278799,1.167223
"V",0.062936,1.925398,-0.386203,-0.192800,0.782263
"A",-0.920824,-1.578142,-0.028041,-1.221166,0.163315
"F",-0.414157,0.933084,0.916410,-1.537884,-0.420006
"Z",-0.466267,-0.043427,0.904779,1.891382,-1.067898
"M",0.056603,-1.085726,-0.375084,-2.223839,0.109651
"S",0.630176,0.220249,1.093699,-0.256328,0.062649
"E",-0.185349,-0.722444,-0.720314,0.094691,-0.847102
"L",0.215685,-0.542771,0.793578,0.373966,1.124744
"Q",0.203878,-0.728421,-0.621174,0.957237,-0.012872
"V",-0.305665,1.754335,-0.187242,0.154583,1.052552
"B",0.568708,-1.458164,1.242598,-0.403172,-0.383603
"M",-0.432259,-0.900199,-0.374419,-1.289985,0.663607
"F",-0.070924,1.132068,0.918451,-1.449875,0.034056
"W",1.237150,0.043345,-2.199506,-0.958966,-0.416421
"S",-0.155542,-0.383436,-0.015082,0.929197,-1.529380
"N",0.552938,-0.456768,0.565081,-2.970227,-0.342043
"J",-0.747674,-1.992113,0.223685,-0.353942,3.406250
"E",1.039635,-0.648385,0.616730,0.398364,0.273559
"J",0.159535,-0.111307,0.820321,-1.244240,-0.348699
"X",-0.542400,-0.286591,-0.286900,-0.146045,-0.225996
"W",-1.052944,2.049735,-1.037421,-0.554833,0.521516
"Y",0.553565,1.412690,0.481647,0.809738,-0.071383
"J",-1.362085,-1.002601,1.008068,-1.425442,1.193416
"S",-0.076577,-0.709803,0.998086,0.966718,-2.238206
"A",0.728317,-1.396572,-0.507642,-1.091931,-0.288584
"V",1.547356,1.528226,-0.590247,-0.471650,0.053382
"O",0.614261,-0.345849,0.036814,1.180971,0.302034
"H",0.766401,-0.671784,-0.296403,0.756481,-0.909960
"L",-0.481003,-1.372934,2.037391,0.424162,1.178226
"P",-0.132304,1.118104,-0.566709,0.178788,-0.744210
"I",-2.351615,-0.256360,-0.293756,-0.412538,0.070025
"Q",0.416014,-0.404674,-1.993648,1.432812,-0.173331
"Q",2.145861,-1.382994,-0.094070,0.036101,0.160496
"D",0.483716,0.361541,0.486517,-0.546063,-0.998657
"V",0.193678,0.919844,-0.893266,-0.128262,-0.220344
"N",0.462171,-0.680131,-2.505944,-0.062882,0.747755
"K",0.097585,-0.739243,-1.368424,1.459084,1.598930
"S",-0.135271,-0.753295,0.961487,1.887014,-1.360787
"H",0.403689,-0.468369,-0.331974,0.044786,-0.402252
"I",-0.120444,-0.149526,0.802938,0.313656,-0.193039
"Q",0.759635,-0.844264,-1.377932,1.130633,-0.686266
"J",-1.110912,-0.442593,1.793108,-1.534346,1.469876
"R",-0.210605,-0.806452,-0.078891,-0.118843,-1.371956
"R",-1.366019,-0.797279,-0.209180,-0.407684,-1.059520
"I",-1.105949,0.107696,1.859563,-0.772689,1.056676
"Q",0.525283,0.621419,-0.218159,1.101728,-0.286616
"R",-1.094709,-0.583088,-0.473623,-0.880003,-1.161492
"R",0.261103,-0.837849,-0.250101,0.613329,-0.623148
"Y",-1.469572,1.862791,0.780295,-0.634927,-0.723223
"T",-0.080009,2.078139,0.855463,-0.932056,-0.321702
"V",-0.436943,1.428710,-0.848614,0.197617,1.507627
"D",-0.074469,-0.151766,-0.492114,0.532819,-0.689417
"W",-0.993238,1.369802,-1.641151,-0.649434,0.087882
"M",0.812934,0.188245,-0.401379,-0.011271,1.900797
"X",-0.251948,-0.518496,0.533132,0.625218,-1.244899
"M",2.414881,-0.867187,-1.886953,-1.557339,-0.008095
"I",0.396012,-0.781798,1.345581,-1.182243,0.481226
"Z",0.898236,-0.074382,0.053372,-0.498366,-1.832072
"R",1.945034,-0.664075,-0.654427,0.122676,-1.239187
"C",-1.189850,-0.578729,0.234461,2.224002,0.497110
"E",0.250705,-1.017925,0.525892,0.010574,-0.124236
"G",1.453896,-0.184739,0.213026,0.295600,-0.272081
"R",0.473680,-0.689765,-0.700507,-0.524466,-1.250776
"Y",0.707118,2.675762,1.133790,0.654339,0.956817
"N",0.174558,0.367164,-0.753233,-1.091112,-0.884002
"H",-1.143727,-0.343452,-0.394292,-0.146482,-0.631637
"N",-0.988551,0.483718,-0.665899,-0.995911,-0.938923
"N",0.225710,-0.442490,0.341008,-2.750945,-0.558574
"A",0.473226,-1.509507,-0.105049,-0.685980,0.725773
"E",0.171065,-0.236017,0.536465,1.269860,-0.341745
"E",0.521682,-0.526913,0.345999,1.523624,-0.390840
"T",0.651346,2.054263,0.579196,-0.605007,-0.511557
"T",0.888459,0.913271,1.771142,-0.728916,-0.020747
"S",1.852565,-2.034648,0.947678,-0.285331,1.557466
"T",1.281820,0.612379,-0.282466,0.979348,-1.875392
"O",0.500847,-0.003078,-0.317510,0.485602,0.904699
"D",0.130176,-0.397109,0.637191,-1.129305,-0.497550
"Y",0.099045,0.854501,-0.049560,0.537590,-0.643737
"G",1.592304,-0.449840,-0.757754,0.561233,-0.652321
"I",-1.409311,-0.216287,0.043556,-0.000438,0.900715
"P",0.530056,0.880098,0.398428,-1.951621,-0.708647
"K",-0.270281,-0.426956,-1.531006,1.182022,1.239583
"B",1.130598,-0.742624,-0.240222,0.532160,-2.030105
"V",-0.650160,1.185368,-1.110530,-0.106279,1.036756
"N",1.376235,0.404440,-0.118688,-1.081762,0.888404
"A",0.931055,-2.247675,-0.045214,-1.913486,1.217692
"X",-0.578286,-0.556304,0.337010,1.097780,-0.733004
"E",-0.373973,-0.361693,1.265116,3.761462,0.633624
"O",0.156548,-0.006753,-0.521384,-0.122727,0.694114
"X",0.342057,-0.465283,1.524539,-0.539979,0.083796
"X",0.328239,0.300454,0.935536,-0.962847,-0.009941
"M",2.088780,0.588788,-0.999937,-1.338478,-1.342579
"K",-1.181969,0.937887,0.373381,0.155643,0.561884
"U",-0.616347,0.610735,-0.259239,0.965494,0.544965
"F",-1.304363,1.389258,0.947328,-1.350436,-0.020898
"B",-1.469316,-0.660480,-0.603001,0.474062,-1.662307
"F",0.483612,1.664618,0.496623,-0.078210,0.074034
"G",0.774367,-0.626252,-0.832650,0.771428,-0.264410
"M",0.339542,-0.269966,-2.335658,-0.195109,1.973931
"R",0.086075,0.464824,-0.347108,0.122242,-1.300723
"Y",0.745928,0.691323,-1.299665,-0.545495,-1.795259
"V",-1.281947,2.111682,-0.761034,-0.493305,-0.054101
"W",-0.668208,1.509533,-1.293328,-0.505964,0.411239
"H",0.751317,0.063443,-1.138572,-0.628877,-1.674655
"K",0.286222,0.093527,0.871964,0.673465,1.176851
"L",-0.260161,-0.537744,1.105820,1.096039,0.018292
"E",-0.203689,-0.625230,0.487887,0.806036,-0.943980
"S",-0.870018,-0.482057,-0.228790,0.451351,-2.011430
"B",0.988450,-0.791628,-0.062943,1.726850,-1.541970
"F",-0.385982,1.604564,0.813133,1.351747,1.221265
"H",0.833236,-1.070890,0.634158,-1.300398,-0.151766
"X",-0.432259,-0.272998,-0.167336,-0.042033,0.071633
"N",0.822682,-0.239472,0.298183,-2.231875,0.162476
"L",0.739808,-0.553261,0.663254,0.148434,1.299189
"T",-0.956520,0.820021,0.307105,-0.366165,0.312763
"E",0.542648,1.086801,1.069222,0.656539,0.183639
"W",-1.544058,0.565029,-1.918496,-1.370604,0.110719
"S",-0.795107,0.604436,1.063520,0.012396,-0.419539
"V",-0.422276,1.157501,-1.111619,0.064503,1.178029
"Z",1.165937,-0.799320,0.484056,0.086872,-0.603480
"T",0.453228,-0.251005,-0.356526,0.007858,-0.491178
"P",0.950798,0.623013,0.527045,-1.371948,-0.208789
"O",-1.066604,-0.443393,-0.281115,-0.577540,0.183328
"M",0.447756,-0.429016,-2.765444,-0.269802,1.628626
"B",0.137850,-0.476526,-0.109812,0.463141,-1.348973
"C",-0.038583,0.135373,0.114222,2.307811,1.052265
"E",-0.069062,-0.289041,1.452193,3.821966,0.200810
"Y",-0.614685,2.209282,1.109931,-0.216602,0.061736
"L",0.053578,-1.280061,1.824926,0.824628,1.244008
"X",-0.125926,0.255249,1.428668,-0.484138,0.440181
"V",-0.941933,1.899921,-0.571815,-0.158742,0.512430
"V",-2.077675,0.994551,-1.332906,-0.631776,0.000919
"U",-0.632914,1.194157,0.283487,0.616169,0.799660
"J",-0.367739,-0.523539,1.922048,-1.728233,0.338789
"L",-0.757052,-1.074046,-0.442107,1.516968,-0.207336
"Q",-1.149678,-0.138923,-1.020603,0.155665,-0.163468
"D",-2.049140,-0.212463,-0.648485,-0.189715,-1.062239
"D",-1.176820,-0.470980,0.488215,-1.326825,-0.483734
"X",0.675986,1.535618,1.248999,1.068182,1.036798
"P",-0.260644,1.704137,-0.473053,-0.752250,-0.824806
"J",-0.907567,-0.136303,1.436157,-0.669807,2.049708
"W",1.305986,2.126376,-1.012303,-0.883367,0.591116
"O",0.176953,-0.660988,-0.251928,0.364674,-0.006610
"U",0.084476,0.719124,-0.362290,1.069854,0.952034
"Y",-0.042794,2.411936,1.107780,0.216824,0.227498
"E",1.760119,0.063491,1.364543,0.250549,0.518408
"O",0.793500,-0.142550,-0.187565,0.326868,0.544568
"N",1.961941,2.105557,-0.379517,0.057396,3.190801
"D",0.865304,-0.106212,-0.044458,-0.354147,-0.504250
"U",-0.129811,0.791900,-0.050561,0.971293,0.793637
"I",-1.063818,-0.210730,0.179200,0.163553,1.218516
"B",0.803674,-0.584734,0.306244,0.371968,-1.454854
"X",0.011147,-0.242303,-0.190530,0.072468,0.092954
"F",-0.079889,2.204275,0.770592,0.409490,0.933393
"C",0.209886,0.710632,0.493299,0.917981,0.993528
"D",0.047124,0.079048,0.302571,-1.367037,-0.732020
"X",1.004397,-0.558420,0.585131,0.145695,-0.984264
"F",-0.709913,1.461699,0.587493,-0.012829,-0.693046
"X",-0.898169,-0.405436,0.634453,0.680975,-1.573751
"L",-0.904514,-0.712501,0.791590,0.337723,-0.540192
"Y",0.126851,1.715313,-0.520871,0.138165,1.144246
"C",0.223877,0.145371,1.118990,0.554431,0.398057
"U",0.756537,1.351388,0.535512,0.932131,1.265830
"R",0.450203,-1.131466,0.855584,-1.428795,-0.026465
"F",-0.574075,1.401274,0.781002,-0.130265,-0.459704
"N",1.490025,1.653676,-0.223553,0.265777,3.176516
"Z",1.145231,1.188574,1.461682,0.410589,-1.032256
"L",0.303684,-0.712615,-0.673374,1.373025,-0.132620
"K",1.462253,1.301630,0.703360,1.369613,1.780384
"K",0.360872,-0.604372,0.053245,1.349391,0.006850
"X",-0.244216,-0.229994,0.547501,-0.168814,-0.772546
"S",-0.065490,0.656595,1.111921,0.199669,-0.198145
"M",0.911862,-0.632532,-1.135710,-0.405870,0.578973
"K",1.624799,-0.588019,-0.385008,-0.032468,-0.907713
"V",-0.418896,0.995151,-1.052741,-0.085561,1.187150
"J",-0.298377,-0.851226,1.576274,-1.045301,1.079876
"E",-0.089551,0.021045,1.441393,-0.003156,-0.134227
"Z",-0.429300,-0.147768,1.844295,-0.074562,-0.081446
"F",-0.102136,2.134972,0.924683,-0.249987,0.051484
"C",1.262968,-0.360143,-0.859616,1.605042,0.832668
"I",-1.588731,-0.250012,0.833039,0.083115,-0.637428
"L",-2.150257,-0.917525,-1.284967,0.307522,-1.303010
"W",1.916018,1.957751,-0.851405,0.017424,2.175137
"N",-0.680418,0.395748,-0.044268,-1.394817,0.332210
"Y",-0.815685,2.132827,1.006745,-0.464525,-0.690322
"U",-0.800829,0.344984,-1.826049,0.949768,1.442740
"Z",-0.859463,-0.545326,0.361633,0.987371,-1.508210
"K",-0.653864,-0.579370,0.735312,-0.633954,0.296851
"W",1.134685,1.766679,-0.801197,-0.957616,-0.303872
"B",-0.374807,-0.136583,0.182344,-0.760801,-0.662910
"S",1.861073,-0.307101,0.102590,-0.227299,-2.365379
"L",-2.340779,-0.958308,-1.031520,0.414264,-0.978809
"L",0.180063,-1.465383,1.165770,0.221397,0.535586
"P",0.201705,0.205758,1.291854,-1.355625,-0.039723
"N",-0.845235,0.405659,0.125487,-1.909397,-0.171264
"B",1.660937,-0.455233,-0.976541,0.558651,-1.611062
"T",-1.386281,1.452585,-0.327462,0.204865,-0.335027
"Z",-1.206944,-0.216551,1.629706,0.094340,-0.516799
"L",-1.095218,-1.098462,-0.589027,1.481464,-0.523270
"I",-1.704098,-0.233761,0.821756,-0.040214,-0.386327
"S",-0.132697,0.456633,0.826391,-0.122968,0.152342
"V",0.708195,2.228093,-0.180719,0.683385,1.569209
"B",-1.276498,-0.578093,0.489906,-1.049963,-0.376448
"R",0.901465,-0.894299,-0.581634,-0.137425,-1.144067
"T",-0.549871,2.572724,1.041949,-0.961500,-0.579921
"H",-0.699920,-0.307787,-0.410834,0.088227,-0.478315
"Y",-0.683805,2.228242,0.839655,-0.395831,-0.891054
"A",-1.384352,-1.811820,0.025981,-1.746331,0.951105
"K",1.110111,1.250168,0.716919,1.493118,1.817174
"D",0.582509,-0.677615,0.844270,-1.411925,0.069510
"I",-1.319146,-0.246921,-0.295408,-0.056918,0.881538
"F",0.087072,2.010042,0.235641,-0.097405,-0.164093
"Q",0.258294,-1.098578,0.943295,0.555062,-0.575718
"X",0.844895,-0.860210,0.124363,0.564508,-1.127528
"B",-0.329160,-0.572655,-0.548382,0.911591,-1.478501
"M",2.284241,0.833663,-1.543580,-0.052696,0.417740
"X",1.245852,-0.345813,0.436972,1.339820,-0.431733
"L",-0.056155,-0.887356,-0.707575,1.208060,0.332156
"Q",-0.494933,-0.574875,-0.677852,0.865603,-0.300136
"J",-1.626151,-0.346087,0.989100,-1.089721,1.774723
"T",-0.365121,1.860919,0.349154,0.655318,0.211883
"P",-1.109004,0.488043,0.645528,-1.728890,-0.878760
"V",1.649510,1.940246,-0.417742,-0.295432,0.318060
"W",1.382424,0.712273,-1.533415,-1.074964,-0.018219
"R",-0.160682,-0.628492,-0.507004,0.854019,0.032131
"G",0.569036,-0.024513,-0.233736,1.335827,1.244206
"E",0.060414,-0.192133,0.323192,1.668501,-0.205296
"S",0.237948,0.056542,1.231086,-0.139189,-0.296948
"C",0.198190,1.211082,1.290651,1.437533,1.477371
"L",-0.125974,-0.917529,1.869668,0.658463,1.009349
"Y",-0.515446,1.592154,0.474321,0.807264,-0.332996
"Y",-0.601349,2.646349,0.321050,0.294006,0.352886
"O",-0.576180,-0.654060,-0.624198,0.436264,0.250800
"Z",0.351995,-0.092720,2.319189,1.335283,-1.149770
"G",2.506425,0.039999,-1.528837,0.390450,-1.295681
"X",0.597937,-0.805280,0.561022,1.246543,-0.916431
"N",1.095258,-0.284600,0.726537,-2.757394,-0.542864
"Y",-1.649903,1.046387,-0.170377,0.066046,-0.778464
"R",0.204135,-1.267173,0.211362,0.383863,-0.276413
"F",-2.249160,1.129036,-0.151625,-0.594189,-0.211132
"W",-0.978103,1.314594,-1.573506,-1.210401,-0.339017
"A",-0.477648,-1.504274,0.027474,-1.479154,0.443525
"P",-1.571265,1.005461,0.076328,-0.914159,-1.187012
"C",-1.984973,-0.892621,0.348852,2.378160,0.275682
"D",-1.656116,-0.213330,-0.413975,0.220325,-1.111337
"I",-1.622618,-0.288105,0.827474,0.222433,-0.119709
"K",-0.542689,-0.467645,-1.417300,1.273660,1.137991
"D",0.276678,0.323002,-0.072520,1.095248,-0.209477
"T",1.062417,1.474867,1.836990,-0.473673,-0.711224
"F",1.225567,0.499625,0.535201,-0.568430,-0.575756
"L",-1.320092,-0.812536,-0.234120,0.297488,-1.135122
"A",-0.829731,-1.216626,-0.463419,-1.599185,0.608689
"N",0.662907,0.885528,-0.537101,-0.543599,-0.253868
"T",1.470412,1.735115,1.767650,-0.551457,-0.249641
"Q",-0.044199,-0.156271,-1.648079,1.197097,-0.745146
"Q",0.294568,0.420285,-1.251315,0.979347,-0.031809
"K",-1.743539,-0.397132,-1.326049,0.756071,0.724967
"Y",-0.856762,1.614646,-0.592104,-0.370182,0.779110
"Z",-0.476892,-0.405818,1.680328,-0.069148,-0.576592
"J",-0.552852,-0.793975,1.889816,-1.733756,1.432868
"U",-1.218630,0.705241,-0.429395,0.535611,-0.160147
"R",0.804456,-1.455414,0.935426,-0.854379,-0.055448
"N",0.340858,0.184372,0.096763,-1.032390,1.018540
"Y",-0.469276,2.613388,0.467062,-0.091162,0.671493
"K",2.199683,1.740067,0.171097,1.911076,2.165545
"K",1.135489,1.262885,0.947955,1.358058,1.707809
"N",0.465066,-0.411960,0.431043,-2.271529,0.206266
"Y",-2.150377,1.123990,-1.068585,-0.480536,0.008173
"E",-1.098861,0.138295,0.981523,0.041106,-0.013627
"W",1.601202,2.103319,-0.861688,-0.833186,0.724804
"W",0.636865,1.404773,-0.991674,-1.090599,0.297951
"G",-0.113882,-1.124008,-0.033991,2.232548,0.453352
"U",-0.596283,0.313585,-2.043202,1.199039,1.402767
"Y",1.333135,0.042772,-1.705980,-0.650646,-0.577560
"S",1.250544,-0.462275,1.153347,-0.726849,-0.358367
"A",0.389499,-1.631772,-0.615610,-0.388647,1.493601
"Z",-0.103472,-0.367083,2.468526,1.590993,-0.928382
"Z",0.833315,0.310103,1.940569,0.212693,-0.295298
"M",0.695794,-0.908144,-0.626298,-2.290769,0.258206
"Q",-0.140852,-0.928389,-0.467385,0.180670,0.734137
"M",1.237369,-0.223707,-0.522215,-0.499865,1.711419
"F",-2.160063,1.492793,-0.139204,-0.562234,-0.185727
"V",0.359317,2.291517,-0.294493,0.206214,0.704601
"J",-0.698004,-1.765216,-0.101932,-0.306384,3.554997
"Y",0.304420,1.175938,-0.243004,0.645134,-0.718280
"N",0.624508,0.568670,-0.558332,-0.493950,0.038417
"K",1.107433,-0.608451,-0.713921,0.171349,-0.938836
"O",0.004427,-0.663298,-0.160387,-0.272446,0.302118
"J",-0.264200,-2.241462,0.933083,-0.663512,3.351119
"M",0.171009,-0.364443,-0.604243,-1.740781,0.326980
"B",1.447246,0.128868,-1.256592,-0.161974,-2.442455
"W",1.310867,2.076679,-0.869481,-0.685886,0.273637
"N",0.953754,0.363471,-0.511790,0.512086,0.221657
"H",-0.789592,-0.373416,-0.709493,-0.024071,-0.879635
"G",1.212015,-1.710208,-1.137578,0.582269,-0.421090
"Z",0.698504,-0.329730,2.806814,2.083817,-0.839333
"T",-2.311702,1.089814,-0.433668,-0.450732,-0.389082
"T",-1.042551,2.463640,0.708665,-0.986938,-0.677616
"R",-0.241203,-0.958245,-0.383185,-0.088380,-0.080671
"J",-1.135104,-1.637150,-0.402845,-0.027867,3.203194
"B",-0.150436,-0.365631,0.704485,-0.636159,-0.538301
"M",2.986010,0.373202,-1.125694,-1.498355,-1.304209
"H",0.335813,-0.237271,-2.252676,0.598099,1.974358
"O",0.550393,-0.406953,0.520974,0.263191,0.096638
"L",-0.582776,-0.980022,-0.548203,1.363812,-0.338094
"H",-0.260077,0.608957,0.482035,-0.075500,0.763626
"I",-1.727893,-0.223650,-0.108487,-0.121143,0.565821
"G",0.557078,-1.183255,0.329036,2.127076,0.206368
"F",0.748511,-0.706233,1.056351,-1.252316,-0.660575
"A",0.835116,0.261895,-0.456054,-1.231713,-1.409804
"V",-0.498109,1.188003,-0.971272,-0.051180,1.074493
"C",0.738839,0.591041,0.834865,2.262728,2.170961
"B",-0.473266,-0.437308,-0.357326,0.062593,-1.695778
"N",-0.419875,0.561460,-0.928691,-0.925979,-0.330447
"G",0.458685,-0.033606,0.653194,1.341835,0.868108
"M",0.670463,-0.749087,-2.674658,-0.683161,1.749367
"X",0.640597,-0.210585,-0.098360,0.089285,0.273214
"W",0.677931,0.351650,-1.497405,-0.915889,1.150245
"K",-0.419230,-0.541643,0.029198,1.135043,-0.232506
"P",-0.766989,1.260739,-0.754761,-0.273390,-1.111416
"H",-0.361641,-0.435483,-0.186409,0.194285,-0.779619
"Q",0.341618,-1.050724,-1.207735,0.835728,-0.523297
"Q",0.820296,-0.985275,-1.018539,1.262168,-1.060189
"X",0.415853,-0.612236,0.513467,1.084642,-0.950930
"V",-1.670645,1.594810,-0.866939,-0.552480,0.143522
"B",0.846985,-0.463804,0.231550,0.361788,-0.117302
"D",0.200488,-0.285258,0.127302,-0.174185,-1.208302
"R",-1.091278,-0.482659,-0.006846,-0.251738,-1.177279
"C",1.056647,-0.408058,-0.135842,1.206288,0.407152
"O",0.375009,0.049973,-0.049404,0.619316,-0.378318
"S",-0.678414,-0.610814,1.008502,-0.475974,-0.878274
"Q",0.709957,-0.647739,-0.223366,-0.113740,0.300459
"P",1.504729,0.827793,-1.296444,-0.234539,-1.615319
"G",-1.003955,-0.904078,-0.657833,1.565937,-0.754676
"S",0.102808,-1.874653,0.816127,-1.036641,1.312104
"O",1.399420,0.331866,-0.255386,0.523685,1.318668
"B",-0.780060,-0.329762,0.032460,-0.515625,-2.103421
"H",0.934443,-0.076004,0.795176,-0.699940,0.565465
"D",0.712623,-0.019821,-0.168832,0.913683,-0.154493
"B",-1.823903,-0.615517,-0.628233,0.184585,-1.701285
"Z",0.411346,-0.333453,2.704859,1.935309,-1.086737
"S",1.021056,-0.226016,1.012897,-0.584336,2.126382
"Z",0.263253,-0.340761,2.587394,1.932145,-1.315021
"R",1.379117,-0.769525,0.643082,-1.486019,-0.429819
"N",-1.609195,-0.457539,-2.835101,-0.263531,0.166130
"G",0.541671,-1.040737,0.164374,1.781461,0.061291
"D",1.470476,-1.763804,0.831627,-0.834129,2.224086
"H",0.121917,0.555643,0.349776,0.231817,0.640964
"H",-0.315647,-0.339092,-2.128294,0.006350,1.278501
"S",1.629587,-1.236263,0.746512,0.187296,0.651397
"Z",0.050374,-0.039140,-0.120354,-0.727039,-1.953432
"Q",0.255706,0.218481,-0.730022,0.578921,0.121679
"X",-0.163468,-0.292767,-0.219843,-0.011812,-0.082121
"I",-1.494556,-0.216315,0.026266,-0.059208,0.847410
"W",0.096098,0.878532,-1.921120,-0.319397,1.023101
"I",-0.209627,-0.233753,0.222131,-1.598969,-1.447520
"J",-0.891253,-1.993974,0.172707,-0.428196,3.282548
"S",2.572861,-1.096757,-0.446984,0.567877,-2.659872
"F",-1.001162,1.865657,0.268871,0.067059,0.160611
"Q",0.598118,0.488660,-0.851379,0.675319,0.167250
"Y",-1.639255,1.480046,0.036605,0.012834,-0.498313
"K",-2.156923,-0.549191,-1.129190,0.667376,0.548168
"O",0.017985,-0.890134,-0.790900,0.997887,0.926355
"H",-0.534493,-0.302733,-2.120363,0.234656,0.711028
"B",-1.702638,-0.470850,-0.557593,0.047445,-1.527152
"Q",-0.215142,-1.063481,-0.587678,0.581218,0.622481
"Z",0.867865,-0.931351,1.259573,0.497224,-0.909857
"P",1.438660,0.316698,0.974978,-1.666046,-0.568752
"W",1.140537,1.363076,-1.423156,-0.738905,0.157233
"J",-1.417812,-0.633992,1.572043,-1.541557,1.295622
"V",-1.204035,2.247314,-0.612242,-0.367978,0.164002
"T",-1.359447,2.081390,1.028962,-0.962859,-1.026312
"L",0.905093,-1.371548,1.242856,0.606652,2.012497
"F",0.065946,1.032129,1.010869,-1.106774,0.310221
"O",0.307528,0.363089,-1.282380,1.177656,0.041636
"N",0.714015,0.971120,-0.822995,-0.921979,-0.907809
"V",0.207746,1.417514,-0.417183,0.803429,1.096075
"K",1.029857,-0.524304,-0.299632,0.342990,-0.905338
"X",0.587060,-0.114514,0.169632,0.310538,-0.836156
"X",-0.516020,-0.099990,0.601345,0.174450,-1.934381
"Y",-0.037481,2.353010,1.374469,0.167021,0.410359
"A",0.914335,-2.409286,0.115192,-1.320113,2.473307
"K",-0.417281,-0.550512,-1.372125,1.468186,1.328328
"P",-0.297546,1.752910,-0.404895,-0.218524,-0.815208
"Z",0.119547,0.534542,1.409498,0.107856,0.390201
"J",-0.983539,-2.156575,0.934166,-1.428292,2.366001
"X",-0.398820,-0.284730,-0.235922,-0.071791,-0.102294
"W",1.105710,2.064408,-0.776055,0.348335,1.758549
"S",0.134850,-0.608609,0.916265,0.751370,-2.194149
"W",0.590608,1.872087,-1.501351,-1.521549,-0.608725
"Q",0.324972,0.192475,-0.715179,1.002852,-0.143027
"P",-0.227902,1.166370,0.701133,-1.328231,-0.575010
"S",-1.918771,-0.672411,0.109336,0.480229,-1.970699
"X",-0.066774,0.954532,1.066271,0.245568,0.750543
"C",0.061758,-0.495807,-0.652747,0.697318,0.326868
"W",2.005805,2.340547,-0.606884,0.128469,1.592699
"W",1.134771,0.295643,-1.733170,-1.202613,1.392841
"D",-0.116540,0.060507,-0.207254,-0.534430,-1.197795
"X",2.235333,0.264548,1.422160,-0.596139,0.698904
"D",0.951718,0.243408,-0.014578,-0.649982,-2.073911
"D",0.707459,-1.770721,0.657352,-1.463043,1.377324
"U",-0.926928,0.684532,-0.998175,0.078582,0.195682
"A",-0.255122,-1.089033,-0.520469,-1.339674,0.790257
"O",-1.599768,-0.479562,-0.341697,-0.679721,0.004120
"Q",-0.114663,-0.764684,-0.840228,0.967460,-0.500599
"T",-0.629749,2.211143,1.157669,-1.079415,-0.812059
"A",-0.852266,-1.744268,-0.197179,-1.488358,0.134588
"T",0.441214,2.364619,0.334692,-0.968520,-0.246336
"Z",1.297185,0.183943,0.442911,0.293069,-0.812281
"C",-1.160311,-0.456906,0.517358,2.110836,0.581418
"Y",0.412960,2.481963,1.439390,0.103218,0.540242
"H",0.196612,-0.349874,-2.254803,0.456410,1.786796
"T",-1.161709,1.441940,0.566572,0.053864,0.413417
"T",-2.206874,1.106895,-0.421501,-0.477163,-0.354737
"A",-0.461065,0.463174,-0.327964,-0.731624,-0.352439
"H",-1.767449,-0.379869,-2.135194,-0.424700,0.432683
"F",0.718348,1.277043,1.422570,-0.695637,-0.547091
"O",-0.618611,-0.432800,-0.365564,-0.434895,0.330598
"Z",1.038669,0.384700,0.385675,-0.155708,-1.092092
"G",1.234643,-0.346517,-0.740596,0.114299,-0.591758
"O",0.525486,0.220308,-0.239727,-0.538378,-0.578577
"I",-2.495194,-0.258221,-0.344734,-0.486791,-0.053677
"I",-1.207397,-0.212592,0.128222,0.089299,1.094814
"E",1.885542,-0.806932,-1.030480,0.500993,-0.332247
"Z",0.411031,-1.562863,1.034201,-0.171117,0.565755
"P",-1.086155,0.880459,0.292301,-1.999048,-0.902412
"H",1.929056,1.531072,0.193581,0.161626,-0.097794
"V",-0.070143,0.995812,-1.119461,0.182162,1.559050
"J",-0.301653,-0.352460,0.763794,-0.012330,3.167414
"D",0.658189,-0.365921,-0.364087,0.801295,-1.165409
"G",-1.591370,-1.294475,-0.233234,0.600620,-0.855867
"N",-0.566691,0.305246,0.109214,-1.827797,-0.175150
"A",0.469074,-1.253560,-0.311888,-0.960265,-0.697020
"Y",-0.195998,2.428692,0.888734,-0.304775,-0.521173
"M",3.098045,0.484840,-1.239042,-1.271194,-1.865449
"U",-0.457975,0.816993,0.533749,0.522495,0.615825
"T",-0.252554,1.409696,0.676310,0.072764,0.789156
"N",1.198068,-0.793976,-2.667513,-0.136336,1.107879
"A",0.150857,-1.515303,0.232752,-0.831169,0.759513
"N",0.294160,0.457938,-0.758939,-0.733304,-0.007705
"Y",-1.386300,1.314732,0.040522,-0.007365,-0.725450
"L",0.771850,-0.236555,1.148608,1.249259,1.477021
"T",0.559632,0.139201,-0.070264,1.244554,-0.354116
"N",-0.023288,-0.703718,-0.459828,-0.140532,-0.270671
"O",0.625704,0.067432,-0.301072,0.885945,0.426173
"W",0.467436,2.085582,-0.789263,-0.326890,0.493084
"B",-0.306130,-0.345287,-0.463162,-0.253256,-1.086070
"R",0.164835,-0.500389,-1.006273,1.387236,-0.379952
"J",-0.602857,-2.093007,1.131469,-1.495981,2.557979
"S",0.569287,-0.325746,1.403729,-0.321943,-0.251587
"F",-1.357824,1.544226,0.315714,-0.715564,-0.961991
